n_qubits,mean_fidelity,std_fidelity,mean_runtime,std_runtime
1,0.5494261436230728,0.2595101082569251,0.00035709142684936523,0.0011698972767921196
2,0.2463156754479959,0.1865460732907499,8.107423782348633e-05,1.627169248825295e-05
3,0.11634337924582554,0.13253221821336444,0.00022063255310058593,0.0004745970284474237
4,0.050063032156534085,0.05093643257032081,0.00010293722152709961,2.2453774583423626e-05
5,0.03527497056511193,0.028479961272122902,0.0003105044364929199,0.0006419205674177933
